ENTIDAD	NOM_ENT	MUN	NOM_MUN	LOC	NOM_LOC	LONGITUD	LATITUD	ALTITUD	P_TOTAL	P_MAS	P_FEM	P_0A4_AN	P_0A4_MA	P_0A4_FE	P_0A14_A	P_0A14_MA	P_0A14_FE	P_5_AN	P_5YMAS	P_5YMAS_M	P_5YMAS_F	P_6A11_AN	P_6A14_AN	P_6A14_M	P_6A14_F	P_12A14_AN	P_12YMAS	P_15YMAS	P_15YMAS_M	P_15YMAS_F	P_15A24	P_F_15A49	P_15A59	P_15A59_M	P_15A59_F	P_18YMAS	P_M_18YMAS	P_F_18YMAS	P_60YMAS	P_M_60YMAS	P_F_60YMAS	P_65YMAS	P_65YMAS_M	P_65YMAS_F	REL_H_M	PROM_HNV	P_RE2000	P_OE2000	P_M_OE2000	P_F_OE2000	P_EU2000	P_SINDER	P_DERE	P_IMSS	P_ISSSTE	P_SEGPOP	P_8A14AN	P_M_8A14AN	P_F_8A14AN	P_15MAAN	P_M_15MAAN	P_F_15MAAN	P_5_NOAE	P_M_5_NOAE	P_F_5_NOAE	P_6A11_NOA	P6A14NOA	PM_6A14NOA	PF_6A14NOA	P12A14_NOA	P_15A24A	P_M_15A24A	P_F_15A24A	P15YMASE	PM_15YMASE	PF_15YMASE	P15YM_EBIN	PM15YMEBIN	PF15YMEBIN	P15YM_EBC	PM15YM_EBC	PF15YM_EBC	P15YMAPB	PM_15YMAPB	PF_15YMAPB	GRAPROES	GRADOES_M	GRADOES_F	P5YMAHLI	P5YMAHLI_M	P5YMAHLI_F	P5YMALINE	PM5YMALINE	PF5YMALINE	P5YMALIES	PMYMALIES	PFYMALIES	P_HOG_IND	TOT_HOG	HOGAR_JM	HOGAR_JF	P_HOGAR	P_HOG_JM	P_HOG_JF	T_VIVHAB	VIVPARHA	O_VIVPAR	PRO_VIPA	PRO_C_VP	VPH_PIDT	VPH_CON_PT	VPH_1DOR	VPH_2YMASD	VPH_1CUA	VPH_2CUA	VPH_3YMASC	VPH_EXCSA	VPH_AGDV	VPH_NOAG	VPH_DREN	VPH_NODREN	VPH_ENEL	VPH_DREE	VPH_NADE	VPH_SBIE	VPH_TV	VPH_REFR	VPH_LAVA	VPH_PC	
01	Aguascalientes	003	Calvillo	0385	El Morancillo (Los Arcos)	1024112   	215224    	1710      	11	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	2	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	
01	Aguascalientes	003	Calvillo	0386	Las Tranquitas (Rincón de Baltazares)	1024129   	215115    	1680      	5	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	
01	Aguascalientes	003	Calvillo	0387	C.I.N.E.	1024429   	215032    	1560      	113	67	46	23	12	11	44	27	17	2	90	55	35	16	19	15	4	3	72	69	40	29	28	29	69	40	29	67	39	28	0	0	0	0	0	0	145.65	1.55	39	51	29	22	0	8	105	3	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	3	2	1	0	0	0	15	5	10	32	21	11	22	14	8	9.65	9.95	9.24	1	1	0	0	0	0	1	1	0	0	27	27	0	105	105	0	28	27	105	3.89	1.21	27	0	7	20	1	3	23	27	27	0	27	0	27	27	0	0	27	26	14	5	
01	Aguascalientes	003	Calvillo	0388	La Mesita	1024230   	215137    	1640      	5	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	
01	Aguascalientes	003	Calvillo	0398	San José	1024556   	214941    	1620      	3	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	
01	Aguascalientes	003	Calvillo	0399	San José de los Laureles	1023935   	214729    	2080      	2	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	
01	Aguascalientes	003	Calvillo	0401	Potrero de los López	1024053   	215201    	1700      	41	21	20	6	4	2	21	13	8	5	35	17	18	7	10	7	3	3	23	20	8	12	6	10	19	8	11	18	7	11	1	0	1	1	0	1	105	3.42	35	0	0	0	0	13	28	0	6	22	0	0	0	4	2	2	0	0	0	1	1	0	1	0	2	1	1	4	2	2	8	4	4	8	2	6	0	0	0	5.70	4.38	6.58	0	0	0	0	0	0	0	0	0	0	6	5	1	41	36	5	6	6	41	6.83	2.16	6	0	3	3	0	1	5	6	6	0	6	0	6	6	0	0	6	6	6	0	
01	Aguascalientes	003	Calvillo	0403	Vista Alegre	1024433   	215013    	1650      	3	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	
01	Aguascalientes	003	Calvillo	0404	La Curva de Triana	1024424   	215209    	1700      	14	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	2	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	
01	Aguascalientes	003	Calvillo	0405	Los Cerritos (Lotes de Don Judas)	1024311   	215118    	1700      	21	9	12	2	1	1	9	3	6	1	19	8	11	4	6	2	4	2	14	12	6	6	5	6	12	6	6	11	5	6	0	0	0	0	0	0	75	2.43	19	0	0	0	0	5	16	9	0	7	0	0	0	1	1	0	0	0	0	0	1	0	1	1	1	1	0	1	1	0	7	2	5	2	1	1	2	2	0	6.25	7	5.50	0	0	0	0	0	0	0	0	0	0	4	4	0	21	21	0	4	4	21	5.25	1.75	4	0	1	3	1	0	3	3	4	0	4	0	4	4	0	0	4	4	4	0	
01	Aguascalientes	003	Calvillo	9998	Localidades de una vivienda				211	107	104	23	10	13	60	27	33	6	188	97	91	22	31	15	16	9	160	151	80	71	36	45	118	62	56	136	69	67	33	18	15	26	16	10	102.88	3.53	174	10	5	5	4	73	138	24	15	99	1	1	0	23	13	10	1	1	0	2	5	3	2	3	8	4	4	38	21	17	75	43	32	22	9	13	14	6	8	4.80	4.38	5.26	6	3	3	0	0	0	6	3	3	7	50	46	4	211	195	16	50	50	211	4.22	1.18	43	7	22	28	3	7	40	39	17	33	33	17	30	14	11	11	38	26	19	3	
01	Aguascalientes	003	Calvillo	9999	Localidades de dos viviendas				100	45	55	11	5	6	35	20	15	3	89	40	49	13	21	14	7	8	73	65	25	40	15	28	51	18	33	58	24	34	14	7	7	11	6	5	81.82	3.46	88	0	0	0	1	14	86	10	0	76	0	0	0	10	2	8	0	0	0	0	5	5	0	5	3	0	3	11	3	8	39	18	21	11	4	7	4	0	4	4.45	4.12	4.65	0	0	0	0	0	0	0	0	0	0	24	21	3	100	87	13	24	24	100	4.17	1.33	23	1	9	15	2	4	18	18	8	16	17	7	20	6	4	3	21	18	13	0	
01	Aguascalientes	004	Cosío	0000	Total del Municipio				13687	6540	7147	1756	883	873	5259	2635	2624	345	11894	5641	6253	2116	3158	1603	1555	1042	9433	8391	3889	4502	2518	3586	7377	3385	3992	7542	3501	4041	1014	504	510	728	364	364	91.51	3.02	11531	192	90	102	81	3671	9913	3013	1117	5779	41	31	10	563	261	302	10	4	6	38	132	66	66	94	750	336	414	518	250	268	3906	1685	2221	2236	1114	1122	1621	805	816	7.11	7.27	6.97	21	13	8	0	0	0	20	12	8	39	2968	2488	480	13658	11818	1840	2902	2902	13687	4.72	1.33	2750	140	907	1984	169	500	2222	2635	2851	33	2718	162	2842	2683	8	51	2769	2154	1955	276	
01	Aguascalientes	004	Cosío	0001	Cosío	1021759   	222204    	2000      	4609	2144	2465	542	259	283	1684	823	861	110	4050	1878	2172	697	1032	521	511	335	3243	2908	1314	1594	810	1243	2534	1135	1399	2642	1201	1441	374	179	195	278	135	143	86.98	2.75	3884	93	41	52	30	1055	3516	1095	839	1593	13	8	5	156	66	90	1	0	1	11	30	12	18	19	375	152	223	160	72	88	1070	448	622	695	330	365	928	450	478	8.15	8.40	7.94	10	6	4	0	0	0	10	6	4	11	1034	838	196	4594	3871	723	1013	1013	4609	4.55	1.19	948	62	286	724	50	131	829	964	1001	7	962	42	996	955	2	14	978	829	763	179	
01	Aguascalientes	004	Cosío	0010	Rancho el Durazno	1021559   	221819    	1935      	4	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	
01	Aguascalientes	004	Cosío	0011	El Durazno	1021536   	221853    	1940      	166	77	89	23	12	11	69	35	34	5	143	65	78	29	41	21	20	12	109	97	42	55	33	43	83	34	49	87	38	49	14	8	6	8	5	3	86.52	3.20	138	0	0	0	0	32	132	43	0	89	2	2	0	12	3	9	0	0	0	0	3	2	1	3	6	3	3	15	5	10	41	17	24	32	14	18	8	5	3	6.10	6.61	5.73	0	0	0	0	0	0	0	0	0	0	31	28	3	166	145	21	30	30	166	5.53	1.58	27	3	9	21	3	4	23	23	29	1	28	2	29	28	1	0	30	26	25	0	
01	Aguascalientes	004	Cosío	0012	Eleuterio Calzada (El Olivo)	1021534   	221907    	1948      	17	6	11	2	1	1	5	2	3	0	15	5	10	2	3	1	2	1	13	12	4	8	4	7	9	2	7	10	4	6	3	2	1	3	2	1	54.55	3.25	15	0	0	0	0	1	16	0	2	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	4	2	2	4	2	2	4	0	4	7.83	6	8.75	0	0	0	0	0	0	0	0	0	0	3	3	0	17	17	0	3	3	17	5.67	1.21	3	0	0	3	0	0	3	3	3	0	3	0	3	3	0	0	3	3	3	0	
01	Aguascalientes	004	Cosío	0013	Punta Cirio (Elvia Castorena Macías de Muñoz)	1021641   	222028    	1960      	5	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	
01	Aguascalientes	004	Cosío	0017	Inmobiliaria Tepozotlán S.A. (Rancho Aurora)	1021612   	222407    	1970      	4	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	
01	Aguascalientes	004	Cosío	0018	Guadalupito	1021604   	222415    	1960      	189	87	102	25	10	15	67	31	36	4	164	77	87	31	38	19	19	7	129	122	56	66	25	47	98	44	54	119	53	66	24	12	12	15	8	7	85.29	3.71	161	3	0	3	0	46	140	53	4	85	0	0	0	5	1	4	0	0	0	0	0	0	0	0	3	2	1	8	3	5	63	26	37	39	19	20	12	8	4	6.62	7	6.30	1	0	1	0	0	0	1	0	1	0	48	44	4	189	180	9	48	48	189	3.94	1.06	45	3	17	31	0	7	41	47	47	1	47	1	46	46	1	1	47	44	44	3	
01	Aguascalientes	004	Cosío	0020	La Loma (Higinio Rodríguez)	1021621   	222347    	1979      	14	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	2	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	
01	Aguascalientes	004	Cosío	0022	Viñedos Guadalupano (Los Narváez)	1021508   	221835    	1937      	3	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	2	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	
01	Aguascalientes	004	Cosío	0025	El Refugio de Providencia (Providencia)	1021528   	222048    	1950      	1191	590	601	151	80	71	490	252	238	33	1040	510	530	202	306	160	146	104	805	701	338	363	247	313	640	305	335	613	299	314	61	33	28	38	22	16	98.17	3.11	1037	0	0	0	1	310	871	81	23	760	13	13	0	41	21	20	3	0	3	7	23	16	7	16	35	22	13	13	5	8	411	196	215	206	100	106	52	29	23	6.58	6.55	6.61	1	0	1	0	0	0	1	0	1	0	245	219	26	1191	1088	103	238	238	1191	5	1.64	225	13	90	148	26	57	155	221	237	1	232	6	234	229	0	1	227	146	152	11	
01	Aguascalientes	004	Cosío	0026	La Punta	1021731   	221924    	1960      	2197	1067	1130	272	131	141	873	441	432	54	1924	936	988	357	547	285	262	190	1513	1323	626	697	424	573	1180	548	632	1163	545	618	143	78	65	108	59	49	94.42	2.89	1903	6	4	2	13	604	1585	604	116	863	5	3	2	77	35	42	2	1	1	8	28	11	17	20	141	72	69	81	41	40	553	229	324	377	202	175	291	146	145	7.33	7.57	7.11	3	3	0	0	0	0	3	3	0	13	471	398	73	2197	1907	290	447	447	2197	4.91	1.36	433	12	128	318	30	75	341	405	443	2	427	19	441	424	1	4	436	334	304	37	
01	Aguascalientes	004	Cosío	0028	El Refugio de Agua Zarca	1021634   	222140    	1970      	859	412	447	114	64	50	338	166	172	30	745	348	397	120	194	87	107	74	595	521	246	275	160	225	457	213	244	461	220	241	64	33	31	48	25	23	92.17	3.08	712	18	12	6	14	218	637	131	8	496	2	1	1	57	28	29	0	0	0	2	9	3	6	7	31	13	18	39	20	19	342	159	183	105	51	54	34	15	19	5.52	5.42	5.61	2	1	1	0	0	0	2	1	1	5	185	156	29	859	738	121	179	179	859	4.80	1.60	175	4	67	112	16	43	120	143	179	0	172	6	179	172	0	0	172	120	99	3	
01	Aguascalientes	004	Cosío	0030	El Salero	1021925   	222314    	2040      	1074	530	544	139	66	73	411	212	199	34	934	463	471	170	238	134	104	68	730	662	317	345	201	279	582	270	312	591	287	304	80	47	33	54	31	23	97.43	2.92	911	1	0	1	2	308	762	240	8	514	0	0	0	45	24	21	0	0	0	1	8	4	4	7	26	12	14	41	24	17	396	176	220	191	102	89	32	15	17	5.90	5.95	5.87	1	1	0	0	0	0	1	1	0	0	214	195	19	1074	1008	66	210	210	1074	5.11	1.61	191	18	61	148	4	50	155	191	206	3	190	18	208	189	0	4	202	118	87	1	
01	Aguascalientes	004	Cosío	0032	Santa María de la Paz	1021525   	222314    	1960      	963	465	498	136	70	66	412	207	205	29	826	395	431	163	247	123	124	84	634	550	258	292	156	235	485	232	253	498	228	270	65	26	39	53	21	32	93.37	3.29	800	18	11	7	5	192	762	335	23	404	1	1	0	36	17	19	2	2	0	2	10	7	3	8	28	16	12	41	23	18	293	117	176	169	89	80	46	29	17	6.40	6.61	6.20	1	1	0	0	0	0	0	0	0	0	198	168	30	963	846	117	196	196	963	4.91	1.40	185	9	64	130	12	34	148	174	192	0	182	12	191	180	0	5	184	142	134	10	
01	Aguascalientes	004	Cosío	0033	Soledad de Abajo (Estación de Adames)	1021710   	222434    	1970      	728	346	382	91	46	45	259	130	129	11	636	300	336	102	157	80	77	55	523	468	216	252	137	183	402	185	217	430	194	236	66	31	35	42	19	23	90.58	3.61	611	12	5	7	6	283	444	145	43	252	2	0	2	50	29	21	0	0	0	4	8	4	4	4	38	16	22	44	25	19	187	80	107	149	74	75	85	37	48	7.07	7.02	7.11	0	0	0	0	0	0	0	0	0	0	168	133	35	728	601	127	167	167	728	4.36	1.30	165	2	49	118	5	32	130	159	166	1	159	7	165	157	0	4	163	136	105	15	
01	Aguascalientes	004	Cosío	0034	Soledad de Arriba	1021827   	222556    	2000      	771	367	404	126	65	61	311	156	155	12	643	301	342	121	173	86	87	52	510	458	210	248	136	196	409	185	224	422	196	226	49	25	24	33	16	17	90.84	3.48	624	10	5	5	7	301	467	116	37	310	2	2	0	27	15	12	1	0	1	3	3	3	0	0	36	15	21	30	15	15	231	97	134	129	61	68	64	35	29	6.76	6.92	6.62	1	1	0	0	0	0	1	1	0	5	164	132	32	771	620	151	161	161	771	4.79	1.30	157	4	51	110	7	22	132	139	160	1	141	20	157	139	0	2	148	128	123	13	
01	Aguascalientes	004	Cosío	0038	Zacatequillas	1021838   	222635    	2000      	372	178	194	49	31	18	125	72	53	8	319	145	174	43	68	35	33	25	268	243	104	139	69	104	210	93	117	216	94	122	33	11	22	23	8	15	91.75	3.33	292	21	7	14	2	178	188	57	8	123	0	0	0	14	3	11	1	1	0	0	2	2	0	2	10	3	7	15	4	11	128	51	77	64	32	32	35	17	18	6.58	7.13	6.18	1	0	1	0	0	0	1	0	1	5	87	69	18	368	311	57	88	88	372	4.23	1.06	82	4	27	59	4	7	75	79	86	0	82	4	85	81	0	6	77	61	59	0	
01	Aguascalientes	004	Cosío	0047	La Esperanza (El Salerito)	1021728   	221958    	1970      	283	139	144	42	25	17	114	60	54	3	241	114	127	49	69	34	35	20	189	169	79	90	66	74	151	70	81	148	72	76	18	9	9	14	7	7	96.53	3.47	239	1	1	0	1	64	218	72	2	145	1	1	0	30	15	15	0	0	0	0	4	1	3	4	10	6	4	20	8	12	95	45	50	44	21	23	9	5	4	5.40	5.54	5.27	0	0	0	0	0	0	0	0	0	0	58	51	7	283	260	23	58	58	283	4.88	1.62	57	1	24	34	2	19	37	46	57	1	49	9	57	48	0	3	52	40	29	2	
01	Aguascalientes	004	Cosío	0051	Rancho la Furia	1021440   	221903    	1930      	7	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	
01	Aguascalientes	004	Cosío	0055	Rancho los Nava	1021537   	221832    	1931      	42	22	20	9	5	4	15	10	5	2	28	15	13	3	4	3	1	1	23	22	10	12	6	8	15	7	8	21	10	11	7	3	4	3	2	1	110	3.75	28	0	0	0	0	17	20	10	2	9	0	0	0	2	0	2	0	0	0	0	0	0	0	0	1	0	1	1	1	0	11	2	9	8	6	2	2	1	1	6.18	6.90	5.58	0	0	0	0	0	0	0	0	0	0	8	6	2	37	26	11	9	9	42	4.67	1.61	8	0	2	6	1	1	6	7	7	1	8	0	7	7	0	0	8	3	5	0	
01	Aguascalientes	004	Cosío	0056	El Pilar	1021723   	222144    	1980      	6	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	
01	Aguascalientes	004	Cosío	0060	Rancho la Salud (Refugio Jiménez)	1021449   	221827    	1920      	5	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	
01	Aguascalientes	004	Cosío	0061	La Gardenia	1021617   	222056    	1960      	16	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	
01	Aguascalientes	004	Cosío	0062	Goyo Zavala	1021604   	221859    	1940      	6	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	2	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	
01	Aguascalientes	004	Cosío	0064	Salyma	1021607   	222110    	1960      	4	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	
01	Aguascalientes	004	Cosío	0075	Rancho las Alazanas	1021827   	222229    	2219      	9	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	2	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	
01	Aguascalientes	004	Cosío	0076	Caracol I	1021719   	222315    	1974      	1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	
01	Aguascalientes	004	Cosío	0087	Rancho la Capilla	1021550   	221803    	1932      	8	3	5	2	1	1	3	1	2	0	6	2	4	1	1	0	1	0	5	5	2	3	1	3	5	2	3	5	2	3	0	0	0	0	0	0	60	2.67	6	0	0	0	0	1	7	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	3	1	1	0	0	0	0	3.80	6	2.33	0	0	0	0	0	0	0	0	0	0	3	2	1	8	7	1	3	3	8	2.67	0.89	3	0	3	0	0	2	1	2	1	2	3	0	3	1	0	0	3	3	2	0	
01	Aguascalientes	004	Cosío	0092	Cosío	1021817   	222147    	2000      	46	20	26	4	1	3	18	7	11	3	42	19	23	8	11	6	5	3	31	28	13	15	9	12	25	12	13	24	10	14	3	1	2	3	1	2	76.92	4.41	41	1	0	1	0	10	35	1	0	34	0	0	0	3	0	3	0	0	0	0	2	1	1	2	1	1	0	3	0	3	19	10	9	5	2	3	1	1	0	5.61	6.54	4.80	0	0	0	0	0	0	0	0	0	0	13	9	4	46	29	17	13	13	46	3.54	1.77	12	1	10	3	4	6	3	6	12	1	6	7	12	6	0	1	11	4	7	0	
01	Aguascalientes	004	Cosío	0093	Crucero a Providencia	1021740   	222138    	2000      	3	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	
